product_id,product_name,timestamp,source,rating,text,label
P009,Klawiatura Mech K,2024-06-16T15:38:37,ceneo,5,"Solidne wykonanie, wygląda elegancko.",1
P010,Mysz Laser Pro,2025-07-04T12:00:55,amazon,5,Działa bez zarzutu.,1
P010,Mysz Laser Pro,2025-05-15T13:13:44,komputronik,4,"Dobre materiały, trwałe wykończenie.",1
P006,Głośnik Bluetooth Wave,2024-11-08T22:42:10,allegro,5,"Świetny produkt, polecam!",1
P005,Smartwatch Pulse S,2025-04-18T15:59:08,ceneo,5,Działa bez zarzutu.,1
P005,Smartwatch Pulse S,2024-06-03T03:52:45,euro,4,Zaskakująco wydajny.,1
P002,Laptop Aero 15,2025-08-26T20:51:47,euro,5,Idealny na prezent.,1
P010,Mysz Laser Pro,2025-06-21T12:58:41,komputronik,5,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P001,Smartfon Nova X1,2025-06-05T13:47:26,komputronik,4,"Solidne wykonanie, wygląda elegancko.",1
P005,Smartwatch Pulse S,2024-09-21T12:33:21,allegro,5,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P008,Tablet Note 10,2024-02-08T09:53:36,euro,5,Działa bez zarzutu.,1
P002,Laptop Aero 15,2024-01-16T13:19:41,allegro,5,Bardzo dobra jakość w stosunku do ceny.,1
P008,Tablet Note 10,2025-01-06T04:54:37,opineo,4,Spełnia wszystkie oczekiwania.,1
P010,Mysz Laser Pro,2025-01-20T07:01:08,allegro,5,"Łatwa konfiguracja, intuicyjna obsługa.",1
P007,Kamera Action Go,2024-09-09T21:00:11,allegro,4,Bateria trzyma długo.,1
P010,Mysz Laser Pro,2024-07-30T20:09:21,amazon,5,Dobra relacja jakości do ceny.,1
P003,Słuchawki Bass Pro,2024-02-17T07:21:47,komputronik,5,"Łatwa konfiguracja, intuicyjna obsługa.",1
P005,Smartwatch Pulse S,2024-05-20T17:32:27,mediaexpert,4,Bateria trzyma długo.,1
P005,Smartwatch Pulse S,2024-10-04T20:59:12,euro,4,Zaskakująco wydajny.,1
P010,Mysz Laser Pro,2025-07-21T23:39:21,allegro,5,"Łatwa konfiguracja, intuicyjna obsługa.",1
P003,Słuchawki Bass Pro,2024-10-07T07:55:43,komputronik,4,Obsługa klienta na plus.,1
P001,Smartfon Nova X1,2024-04-16T02:07:11,komputronik,4,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P005,Smartwatch Pulse S,2024-12-17T13:54:26,mediaexpert,5,Działa bez zarzutu.,1
P008,Tablet Note 10,2025-02-26T07:32:12,allegro,4,Cicha praca urządzenia.,1
P009,Klawiatura Mech K,2024-08-18T07:39:36,amazon,4,Dobra relacja jakości do ceny.,1
P010,Mysz Laser Pro,2024-12-22T06:08:55,mediaexpert,4,Idealny na prezent.,1
P006,Głośnik Bluetooth Wave,2024-03-01T06:48:33,amazon,5,"Solidne wykonanie, wygląda elegancko.",1
P003,Słuchawki Bass Pro,2024-02-26T06:30:20,amazon,5,Estetyczny design.,1
P003,Słuchawki Bass Pro,2024-02-11T18:08:39,opineo,5,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P007,Kamera Action Go,2024-08-14T04:15:28,opineo,4,Bardzo dobra jakość w stosunku do ceny.,1
P001,Smartfon Nova X1,2025-02-01T22:35:02,ceneo,4,Dobra relacja jakości do ceny.,1
P002,Laptop Aero 15,2025-04-22T22:49:16,allegro,4,Cena adekwatna do jakości.,1
P006,Głośnik Bluetooth Wave,2025-06-21T15:26:18,euro,5,Cicha praca urządzenia.,1
P001,Smartfon Nova X1,2024-05-21T21:47:08,euro,4,Najlepszy zakup w tym roku!,1
P009,Klawiatura Mech K,2025-06-13T08:48:12,ceneo,5,Działa bez zarzutu.,1
P003,Słuchawki Bass Pro,2024-08-18T07:31:38,amazon,4,Spełnia wszystkie oczekiwania.,1
P007,Kamera Action Go,2024-02-22T01:40:07,opineo,4,Najlepszy zakup w tym roku!,1
P004,"Telewizor Vision 55""",2025-05-11T15:57:40,allegro,5,Dobra relacja jakości do ceny.,1
P006,Głośnik Bluetooth Wave,2025-03-25T23:44:49,amazon,4,Cicha praca urządzenia.,1
P004,"Telewizor Vision 55""",2024-04-13T08:39:34,ceneo,4,"Dobre materiały, trwałe wykończenie.",1
P005,Smartwatch Pulse S,2024-02-16T21:40:19,amazon,5,Cena adekwatna do jakości.,1
P007,Kamera Action Go,2025-01-12T05:46:03,ceneo,5,"Świetny produkt, polecam!",1
P008,Tablet Note 10,2025-08-28T02:29:49,opineo,5,Szybka dostawa i dobra komunikacja.,1
P007,Kamera Action Go,2024-08-18T17:35:03,komputronik,5,Działa bez zarzutu.,1
P010,Mysz Laser Pro,2025-06-10T02:05:57,opineo,5,"Solidne wykonanie, wygląda elegancko.",1
P002,Laptop Aero 15,2024-11-02T01:57:48,amazon,5,Estetyczny design.,1
P007,Kamera Action Go,2024-04-06T11:29:03,amazon,4,"Dobre materiały, trwałe wykończenie.",1
P005,Smartwatch Pulse S,2025-04-06T15:05:17,ceneo,4,"Łatwa konfiguracja, intuicyjna obsługa.",1
P003,Słuchawki Bass Pro,2025-06-27T08:38:07,mediaexpert,5,Bardzo dobra jakość w stosunku do ceny.,1
P006,Głośnik Bluetooth Wave,2024-02-24T23:54:30,komputronik,4,Najlepszy zakup w tym roku!,1
P006,Głośnik Bluetooth Wave,2024-01-15T05:35:56,euro,5,Zaskakująco wydajny.,1
P005,Smartwatch Pulse S,2025-04-23T03:34:34,ceneo,4,"Łatwa konfiguracja, intuicyjna obsługa.",1
P008,Tablet Note 10,2025-05-22T04:43:38,amazon,4,"Dobre materiały, trwałe wykończenie.",1
P003,Słuchawki Bass Pro,2025-01-26T03:58:30,amazon,4,"Łatwa konfiguracja, intuicyjna obsługa.",1
P006,Głośnik Bluetooth Wave,2024-03-12T21:06:24,amazon,5,Cicha praca urządzenia.,1
P009,Klawiatura Mech K,2024-05-10T07:04:08,mediaexpert,5,Idealny na prezent.,1
P006,Głośnik Bluetooth Wave,2025-03-09T14:09:46,mediaexpert,4,Bardzo dobra jakość w stosunku do ceny.,1
P010,Mysz Laser Pro,2024-08-12T05:57:26,ceneo,4,Ekran bardzo wyraźny i jasny.,1
P008,Tablet Note 10,2024-05-29T00:07:21,opineo,4,Cicha praca urządzenia.,1
P004,"Telewizor Vision 55""",2024-06-17T03:38:18,euro,5,Prosty montaż.,1
P003,Słuchawki Bass Pro,2024-03-13T16:44:17,amazon,4,"Solidne wykonanie, wygląda elegancko.",1
P007,Kamera Action Go,2024-06-28T18:43:59,komputronik,5,Działa bez zarzutu.,1
P010,Mysz Laser Pro,2024-12-11T03:00:37,allegro,4,Dobra relacja jakości do ceny.,1
P007,Kamera Action Go,2025-02-06T23:22:10,komputronik,5,"Świetny produkt, polecam!",1
P010,Mysz Laser Pro,2024-01-22T12:13:12,mediaexpert,5,"Świetny produkt, polecam!",1
P006,Głośnik Bluetooth Wave,2024-06-27T10:55:14,komputronik,4,Cicha praca urządzenia.,1
P005,Smartwatch Pulse S,2024-03-01T15:55:15,opineo,4,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P009,Klawiatura Mech K,2025-07-01T21:34:43,amazon,4,Bateria trzyma długo.,1
P007,Kamera Action Go,2024-01-31T21:42:06,allegro,5,Szybka dostawa i dobra komunikacja.,1
P008,Tablet Note 10,2025-02-04T15:38:42,opineo,4,"Dobre materiały, trwałe wykończenie.",1
P006,Głośnik Bluetooth Wave,2024-11-24T11:19:12,euro,4,"Dobre materiały, trwałe wykończenie.",1
P005,Smartwatch Pulse S,2024-03-07T06:15:54,komputronik,5,Spełnia wszystkie oczekiwania.,1
P006,Głośnik Bluetooth Wave,2024-10-29T21:59:04,mediaexpert,5,Bateria trzyma długo.,1
P001,Smartfon Nova X1,2025-01-02T22:31:32,euro,4,Najlepszy zakup w tym roku!,1
P005,Smartwatch Pulse S,2025-04-04T10:39:46,allegro,5,Dobra relacja jakości do ceny.,1
P003,Słuchawki Bass Pro,2024-02-05T07:02:57,mediaexpert,4,Działa bez zarzutu.,1
P001,Smartfon Nova X1,2024-05-07T11:43:36,euro,5,Najlepszy zakup w tym roku!,1
P003,Słuchawki Bass Pro,2024-07-03T06:10:38,mediaexpert,4,Działa bez zarzutu.,1
P004,"Telewizor Vision 55""",2024-08-08T20:39:35,mediaexpert,4,Bateria trzyma długo.,1
P007,Kamera Action Go,2025-05-27T08:32:50,ceneo,4,Obsługa klienta na plus.,1
P010,Mysz Laser Pro,2025-03-13T19:20:24,amazon,5,Zaskakująco wydajny.,1
P005,Smartwatch Pulse S,2025-06-11T04:53:31,euro,4,Szybka dostawa i dobra komunikacja.,1
P004,"Telewizor Vision 55""",2024-06-23T17:12:17,mediaexpert,4,Bateria trzyma długo.,1
P007,Kamera Action Go,2024-02-08T23:25:49,amazon,4,Działa bez zarzutu.,1
P006,Głośnik Bluetooth Wave,2024-01-03T07:32:16,euro,4,Ekran bardzo wyraźny i jasny.,1
P010,Mysz Laser Pro,2024-03-14T07:19:45,euro,5,Zaskakująco wydajny.,1
P001,Smartfon Nova X1,2024-01-10T15:28:47,opineo,5,"Łatwa konfiguracja, intuicyjna obsługa.",1
P003,Słuchawki Bass Pro,2024-10-05T19:31:04,mediaexpert,5,Obsługa klienta na plus.,1
P001,Smartfon Nova X1,2024-03-04T08:36:07,amazon,5,Spełnia wszystkie oczekiwania.,1
P007,Kamera Action Go,2024-09-27T10:03:36,opineo,4,Najlepszy zakup w tym roku!,1
P004,"Telewizor Vision 55""",2024-11-30T13:34:14,ceneo,4,Najlepszy zakup w tym roku!,1
P003,Słuchawki Bass Pro,2024-08-20T22:43:00,amazon,4,Idealny na prezent.,1
P005,Smartwatch Pulse S,2025-06-21T09:26:44,mediaexpert,4,Spełnia wszystkie oczekiwania.,1
P005,Smartwatch Pulse S,2024-09-26T18:47:48,ceneo,5,Szybka dostawa i dobra komunikacja.,1
P003,Słuchawki Bass Pro,2025-04-04T09:29:57,amazon,5,"Dobre materiały, trwałe wykończenie.",1
P004,"Telewizor Vision 55""",2025-05-22T18:57:02,ceneo,5,"Łatwa konfiguracja, intuicyjna obsługa.",1
P005,Smartwatch Pulse S,2025-08-03T16:25:41,amazon,4,"Świetny produkt, polecam!",1
P006,Głośnik Bluetooth Wave,2025-02-15T03:26:07,allegro,5,Zaskakująco wydajny.,1
P008,Tablet Note 10,2025-05-25T20:47:26,mediaexpert,4,Ekran bardzo wyraźny i jasny.,1
P004,"Telewizor Vision 55""",2025-07-14T21:28:54,opineo,4,Dobra relacja jakości do ceny.,1
P002,Laptop Aero 15,2024-02-11T10:30:20,opineo,4,"Świetny produkt, polecam!",1
P005,Smartwatch Pulse S,2025-06-22T08:26:00,allegro,4,Spełnia wszystkie oczekiwania.,1
P007,Kamera Action Go,2025-07-02T00:09:00,euro,4,Najlepszy zakup w tym roku!,1
P001,Smartfon Nova X1,2025-05-27T06:56:44,mediaexpert,5,"Dobre materiały, trwałe wykończenie.",1
P007,Kamera Action Go,2024-03-24T20:15:33,mediaexpert,5,Dobra relacja jakości do ceny.,1
P002,Laptop Aero 15,2024-07-04T06:08:18,allegro,4,Szybka dostawa i dobra komunikacja.,1
P009,Klawiatura Mech K,2024-04-24T04:19:08,euro,5,Prosty montaż.,1
P007,Kamera Action Go,2024-04-28T02:45:40,allegro,5,Działa bez zarzutu.,1
P006,Głośnik Bluetooth Wave,2024-05-26T13:23:49,euro,5,Dobra relacja jakości do ceny.,1
P008,Tablet Note 10,2024-12-14T23:03:28,euro,4,Dobra relacja jakości do ceny.,1
P003,Słuchawki Bass Pro,2024-03-24T12:15:59,ceneo,4,Szybka dostawa i dobra komunikacja.,1
P008,Tablet Note 10,2024-02-26T22:24:45,mediaexpert,4,Prosty montaż.,1
P009,Klawiatura Mech K,2024-11-25T13:57:21,allegro,5,Estetyczny design.,1
P003,Słuchawki Bass Pro,2025-03-20T21:51:15,mediaexpert,5,Obsługa klienta na plus.,1
P001,Smartfon Nova X1,2025-06-24T20:26:31,euro,4,"Dobre materiały, trwałe wykończenie.",1
P004,"Telewizor Vision 55""",2025-08-10T21:28:42,euro,4,"Dobre materiały, trwałe wykończenie.",1
P008,Tablet Note 10,2024-05-08T15:58:34,opineo,5,"Solidne wykonanie, wygląda elegancko.",1
P001,Smartfon Nova X1,2024-03-11T12:44:36,komputronik,5,Cicha praca urządzenia.,1
P003,Słuchawki Bass Pro,2024-06-24T15:57:08,allegro,4,"Dobre materiały, trwałe wykończenie.",1
P007,Kamera Action Go,2025-08-27T20:52:29,ceneo,5,Bateria trzyma długo.,1
P010,Mysz Laser Pro,2024-12-21T01:31:24,ceneo,5,Szybka dostawa i dobra komunikacja.,1
P008,Tablet Note 10,2024-11-11T13:22:03,euro,5,Cicha praca urządzenia.,1
P008,Tablet Note 10,2024-06-07T23:41:13,amazon,4,Działa bez zarzutu.,1
P004,"Telewizor Vision 55""",2024-08-03T14:45:04,mediaexpert,5,"Dobre materiały, trwałe wykończenie.",1
P003,Słuchawki Bass Pro,2025-08-13T02:33:59,komputronik,4,Najlepszy zakup w tym roku!,1
P005,Smartwatch Pulse S,2024-06-04T09:30:40,euro,5,Spełnia wszystkie oczekiwania.,1
P001,Smartfon Nova X1,2024-06-12T18:30:19,mediaexpert,4,Bateria trzyma długo.,1
P008,Tablet Note 10,2025-06-03T13:50:46,opineo,5,Cicha praca urządzenia.,1
P004,"Telewizor Vision 55""",2025-06-13T17:31:40,amazon,4,Estetyczny design.,1
P010,Mysz Laser Pro,2024-05-10T03:23:14,amazon,5,Prosty montaż.,1
P007,Kamera Action Go,2024-03-21T19:56:27,mediaexpert,5,Dobra relacja jakości do ceny.,1
P008,Tablet Note 10,2025-03-21T14:56:22,opineo,4,Estetyczny design.,1
P010,Mysz Laser Pro,2024-08-27T11:06:20,amazon,4,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P004,"Telewizor Vision 55""",2024-09-14T10:10:02,allegro,5,Ekran bardzo wyraźny i jasny.,1
P001,Smartfon Nova X1,2024-11-06T22:21:18,allegro,4,Ekran bardzo wyraźny i jasny.,1
P009,Klawiatura Mech K,2024-04-10T09:39:11,komputronik,5,Działa bez zarzutu.,1
P008,Tablet Note 10,2024-11-26T10:09:46,ceneo,5,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P008,Tablet Note 10,2024-10-05T02:49:32,allegro,5,"Świetny produkt, polecam!",1
P002,Laptop Aero 15,2024-08-17T05:38:51,allegro,5,Estetyczny design.,1
P002,Laptop Aero 15,2025-08-26T11:17:53,mediaexpert,4,Działa bez zarzutu.,1
P004,"Telewizor Vision 55""",2024-05-29T19:18:53,mediaexpert,5,Działa bez zarzutu.,1
P002,Laptop Aero 15,2024-03-15T20:47:45,allegro,4,Działa bez zarzutu.,1
P009,Klawiatura Mech K,2024-08-18T14:36:51,ceneo,5,"Solidne wykonanie, wygląda elegancko.",1
P006,Głośnik Bluetooth Wave,2024-03-14T13:11:03,euro,5,Dobra relacja jakości do ceny.,1
P007,Kamera Action Go,2024-09-09T06:56:14,ceneo,4,Działa bez zarzutu.,1
P002,Laptop Aero 15,2024-09-04T08:04:44,mediaexpert,4,"Dobre materiały, trwałe wykończenie.",1
P005,Smartwatch Pulse S,2025-04-07T12:50:38,amazon,5,Bardzo dobra jakość w stosunku do ceny.,1
P010,Mysz Laser Pro,2024-10-16T02:46:19,mediaexpert,4,Estetyczny design.,1
P004,"Telewizor Vision 55""",2024-02-03T05:05:57,opineo,4,"Łatwa konfiguracja, intuicyjna obsługa.",1
P002,Laptop Aero 15,2024-02-17T23:59:31,opineo,5,"Dobre materiały, trwałe wykończenie.",1
P010,Mysz Laser Pro,2024-02-01T10:51:59,amazon,5,Idealny na prezent.,1
P004,"Telewizor Vision 55""",2025-02-04T08:45:53,amazon,5,Prosty montaż.,1
P003,Słuchawki Bass Pro,2024-07-11T16:37:03,ceneo,4,Estetyczny design.,1
P010,Mysz Laser Pro,2025-07-11T06:11:10,komputronik,4,"Łatwa konfiguracja, intuicyjna obsługa.",1
P003,Słuchawki Bass Pro,2024-01-08T23:10:37,amazon,5,Bardzo dobra jakość w stosunku do ceny.,1
P001,Smartfon Nova X1,2025-06-19T04:02:22,amazon,4,Obsługa klienta na plus.,1
P005,Smartwatch Pulse S,2024-01-22T10:47:44,opineo,5,Spełnia wszystkie oczekiwania.,1
P010,Mysz Laser Pro,2025-05-13T20:37:53,ceneo,4,Spełnia wszystkie oczekiwania.,1
P010,Mysz Laser Pro,2024-12-12T08:13:15,komputronik,5,Idealny na prezent.,1
P010,Mysz Laser Pro,2025-03-04T03:23:49,euro,5,Idealny na prezent.,1
P006,Głośnik Bluetooth Wave,2024-03-01T18:09:07,mediaexpert,4,Najlepszy zakup w tym roku!,1
P008,Tablet Note 10,2025-06-09T12:01:34,opineo,4,Najlepszy zakup w tym roku!,1
P010,Mysz Laser Pro,2025-03-07T09:59:14,komputronik,5,"Dobre materiały, trwałe wykończenie.",1
P009,Klawiatura Mech K,2025-08-22T15:16:02,opineo,5,Ekran bardzo wyraźny i jasny.,1
P002,Laptop Aero 15,2024-08-01T08:29:40,mediaexpert,5,"Solidne wykonanie, wygląda elegancko.",1
P004,"Telewizor Vision 55""",2024-04-25T04:00:45,komputronik,5,Szybka dostawa i dobra komunikacja.,1
P007,Kamera Action Go,2024-08-26T12:02:34,komputronik,5,"Świetny produkt, polecam!",1
P005,Smartwatch Pulse S,2024-05-25T13:29:45,euro,4,Estetyczny design.,1
P001,Smartfon Nova X1,2024-06-27T03:06:54,opineo,4,Zaskakująco wydajny.,1
P010,Mysz Laser Pro,2024-03-25T07:59:05,allegro,4,Spełnia wszystkie oczekiwania.,1
P005,Smartwatch Pulse S,2025-01-17T16:15:21,opineo,5,Estetyczny design.,1
P004,"Telewizor Vision 55""",2024-09-14T15:30:04,amazon,4,Najlepszy zakup w tym roku!,1
P006,Głośnik Bluetooth Wave,2025-07-13T22:45:17,allegro,5,Spełnia wszystkie oczekiwania.,1
P004,"Telewizor Vision 55""",2025-06-29T09:32:06,amazon,5,Estetyczny design.,1
P001,Smartfon Nova X1,2025-05-16T23:03:56,euro,5,Najlepszy zakup w tym roku!,1
P003,Słuchawki Bass Pro,2025-02-13T08:44:42,euro,5,Najlepszy zakup w tym roku!,1
P010,Mysz Laser Pro,2025-08-13T02:28:26,ceneo,5,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P007,Kamera Action Go,2024-02-08T18:05:34,ceneo,4,Dobra relacja jakości do ceny.,1
P002,Laptop Aero 15,2025-06-29T05:43:25,amazon,5,Spełnia wszystkie oczekiwania.,1
P002,Laptop Aero 15,2024-07-20T22:03:07,amazon,5,Bardzo dobra jakość w stosunku do ceny.,1
P004,"Telewizor Vision 55""",2025-02-13T18:24:11,ceneo,5,Spełnia wszystkie oczekiwania.,1
P002,Laptop Aero 15,2024-12-26T14:42:14,amazon,4,Ekran bardzo wyraźny i jasny.,1
P002,Laptop Aero 15,2024-01-22T17:42:54,opineo,5,Zaskakująco wydajny.,1
P009,Klawiatura Mech K,2024-06-15T04:19:17,mediaexpert,4,Bateria trzyma długo.,1
P009,Klawiatura Mech K,2025-05-26T17:41:33,komputronik,4,Cicha praca urządzenia.,1
P006,Głośnik Bluetooth Wave,2024-03-23T18:51:10,mediaexpert,4,Szybka dostawa i dobra komunikacja.,1
P001,Smartfon Nova X1,2024-07-25T22:51:55,euro,5,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P004,"Telewizor Vision 55""",2024-05-12T07:50:07,opineo,4,Cena adekwatna do jakości.,1
P006,Głośnik Bluetooth Wave,2024-10-12T09:17:54,allegro,5,Obsługa klienta na plus.,1
P006,Głośnik Bluetooth Wave,2025-07-21T00:28:01,mediaexpert,5,Ekran bardzo wyraźny i jasny.,1
P004,"Telewizor Vision 55""",2024-01-06T20:58:20,komputronik,5,Estetyczny design.,1
P007,Kamera Action Go,2024-11-26T14:01:21,amazon,5,"Dobre materiały, trwałe wykończenie.",1
P010,Mysz Laser Pro,2024-12-01T22:37:14,allegro,4,Bardzo dobra jakość w stosunku do ceny.,1
P009,Klawiatura Mech K,2024-01-05T00:54:56,mediaexpert,5,Ekran bardzo wyraźny i jasny.,1
P010,Mysz Laser Pro,2024-05-02T16:57:06,allegro,5,"Solidne wykonanie, wygląda elegancko.",1
P010,Mysz Laser Pro,2025-08-18T09:32:35,opineo,5,Idealny na prezent.,1
P008,Tablet Note 10,2024-10-15T07:09:17,mediaexpert,4,Spełnia wszystkie oczekiwania.,1
P002,Laptop Aero 15,2024-10-31T05:10:07,euro,5,Bateria trzyma długo.,1
P010,Mysz Laser Pro,2024-04-13T00:17:07,mediaexpert,4,"Świetny produkt, polecam!",1
P008,Tablet Note 10,2024-11-01T06:12:11,amazon,5,Ekran bardzo wyraźny i jasny.,1
P004,"Telewizor Vision 55""",2025-01-25T10:30:22,euro,4,Szybka dostawa i dobra komunikacja.,1
P005,Smartwatch Pulse S,2024-12-21T06:52:59,allegro,5,Idealny na prezent.,1
P006,Głośnik Bluetooth Wave,2024-10-03T09:07:27,euro,4,Idealny na prezent.,1
P009,Klawiatura Mech K,2025-07-21T23:21:23,allegro,5,Szybka dostawa i dobra komunikacja.,1
P007,Kamera Action Go,2025-07-15T06:21:44,opineo,5,Estetyczny design.,1
P002,Laptop Aero 15,2024-03-02T20:34:21,ceneo,5,"Jestem zadowolony, wszystko zgodnie z opisem.",1
P010,Mysz Laser Pro,2024-10-07T17:23:19,ceneo,5,"Dobre materiały, trwałe wykończenie.",1
P004,"Telewizor Vision 55""",2024-10-30T22:25:13,opineo,4,"Świetny produkt, polecam!",1
P007,Kamera Action Go,2025-03-31T20:44:23,komputronik,4,Estetyczny design.,1
P009,Klawiatura Mech K,2024-10-20T07:51:39,ceneo,4,Cicha praca urządzenia.,1
P007,Kamera Action Go,2025-06-28T10:18:43,opineo,5,Szybka dostawa i dobra komunikacja.,1
P001,Smartfon Nova X1,2024-08-03T16:08:23,allegro,4,Cena adekwatna do jakości.,1
P008,Tablet Note 10,2024-07-25T02:03:17,amazon,5,Dobra relacja jakości do ceny.,1
P006,Głośnik Bluetooth Wave,2024-04-02T02:25:46,opineo,4,Bardzo dobra jakość w stosunku do ceny.,1
P010,Mysz Laser Pro,2024-05-21T03:37:05,mediaexpert,4,Bateria trzyma długo.,1
P006,Głośnik Bluetooth Wave,2025-05-31T07:57:23,komputronik,4,Zaskakująco wydajny.,1
P008,Tablet Note 10,2025-05-29T02:21:56,mediaexpert,5,Estetyczny design.,1
P004,"Telewizor Vision 55""",2024-01-08T07:52:47,opineo,5,Estetyczny design.,1
P009,Klawiatura Mech K,2025-06-08T05:40:05,allegro,5,Prosty montaż.,1
P004,"Telewizor Vision 55""",2025-05-28T10:06:43,allegro,5,Cicha praca urządzenia.,1
P006,Głośnik Bluetooth Wave,2024-11-16T01:41:41,euro,5,Zaskakująco wydajny.,1
P002,Laptop Aero 15,2025-05-26T05:48:24,ceneo,5,Dobra relacja jakości do ceny.,1
P009,Klawiatura Mech K,2024-09-10T23:28:55,opineo,4,Cena adekwatna do jakości.,1
P003,Słuchawki Bass Pro,2025-06-12T00:20:27,amazon,5,Działa bez zarzutu.,1
P010,Mysz Laser Pro,2025-01-13T23:55:43,opineo,4,Szybka dostawa i dobra komunikacja.,1
P004,"Telewizor Vision 55""",2024-05-08T16:03:02,allegro,5,Cicha praca urządzenia.,1
P004,"Telewizor Vision 55""",2025-05-06T18:48:02,komputronik,5,"Łatwa konfiguracja, intuicyjna obsługa.",1
P009,Klawiatura Mech K,2025-07-05T17:00:03,opineo,5,Prosty montaż.,1
